iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
USA,North America,United States,2021-03-14,29439440,38211,53674.143,535592,579,1366.286,88940.195,115.44,162.156,1618.09,1.749,4.128,0.95,8758,26.459,34391,103.899,,,33655,101.676,565725,355559752,1074.19,1.709,1186414,3.584,0.045,22.2,tests performed,107060274,69784210,37459269,1356773,2386932,32.01,20.87,11.2,7137,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-15,29496085,56645,55336.143,536339,747,1367.286,89111.327,171.132,167.177,1620.347,2.257,4.131,0.96,8788,26.55,34651,104.685,,,,,909204,356468956,1076.937,2.747,1182450,3.572,0.046,21.7,tests performed,109081860,71054445,38335432,2021586,2427430,32.62,21.25,11.46,7258,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-16,29550028,53943,54799.857,537500,1161,1275.857,89274.295,162.968,165.557,1623.854,3.508,3.855,0.96,8720,26.344,34455,104.093,,,,,1418051,357887007,1081.221,4.284,1173296,3.545,0.046,21.7,tests performed,110737856,72135616,39042345,1655996,2435037,33.11,21.57,11.67,7281,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-17,29609146,59118,54973.571,538682,1182,1220.429,89452.898,178.603,166.082,1627.425,3.571,3.687,0.96,8666,26.181,34530,104.319,,,,,1537522,359424529,1085.866,4.645,1172758,3.543,0.046,21.7,tests performed,113037627,73669956,39989196,2299771,2473762,33.8,22.03,11.96,7397,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-18,29669669,60523,54696.571,540302,1620,1228.429,89635.745,182.847,165.245,1632.319,4.894,3.711,0.97,8494,25.661,34037,102.83,,,,,1396375,360820904,1090.085,4.219,1166635,3.525,0.046,21.7,tests performed,115730008,75495716,40981464,2692381,2503731,34.6,22.57,12.25,7486,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-19,29731285,61616,54739.429,541399,1097,1160.429,89821.895,186.15,165.375,1635.633,3.314,3.506,0.98,8389,25.344,33927,102.498,,,,,1272340,362093244,1093.929,3.844,1156106,3.493,0.046,21.7,tests performed,118313818,77230061,41934629,2583810,2455116,35.38,23.09,12.54,7341,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-20,29786651,55366,55060.286,542178,779,1023.571,89989.163,167.268,166.344,1637.987,2.353,3.092,1,8381,25.32,33874,102.338,,,,,940769,363034013,1096.771,2.842,1148569,3.47,0.048,20.8,tests performed,121441497,79367225,43036818,3127679,2248285,36.31,23.73,12.87,6723,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-21,29820411,33760,54424.429,542626,448,1004.857,90091.156,101.993,164.423,1639.34,1.353,3.036,1.01,,,,,,,28922,87.377,581941,363615954,1098.529,1.758,1150886,3.477,0.047,21.3,tests performed,124481412,81415769,44141228,3039915,2488734,37.22,24.34,13.2,7441,64.35,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-22,29871985,51574,53700,543188,562,978.429,90246.967,155.811,162.234,1641.038,1.698,2.956,1.04,,,,,,,,,849781,364465735,1101.096,2.567,1142397,3.451,0.048,20.8,tests performed,126509736,82772416,44910946,2028324,2489697,37.83,24.75,13.43,7444,66.2,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-23,29925572,53587,53649.143,544036,848,933.714,90408.86,161.893,162.081,1643.6,2.562,2.821,1.07,,,,,,,,,1279604,365745339,1104.962,3.866,1122619,3.392,0.05,20,tests performed,128217029,83930495,45533962,1707293,2497025,38.34,25.1,13.61,7466,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-24,30012522,86950,57625.143,545492,1456,972.857,90671.547,262.687,174.093,1647.999,4.399,2.939,1.1,,,,,,,,,1297205,367042544,1108.881,3.919,1088288,3.288,0.053,18.9,tests performed,130473853,85472166,46365515,2256824,2490889,39.01,25.56,13.86,7448,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-25,30079971,67449,58614.571,547051,1559,964.143,90875.319,203.772,177.082,1652.709,4.71,2.913,1.1,,,,,,,,,994045,368036589,1111.884,3.003,1030812,3.114,0.057,17.5,tests performed,133305295,87343622,47419832,2831442,2510755,39.86,26.12,14.18,7507,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-26,30157278,77307,60856.143,548172,1121,967.571,91108.873,233.554,183.854,1656.096,3.387,2.923,1.1,,,,,,,,,800547,368837136,1114.303,2.419,963413,2.911,0.062,16.1,tests performed,136684688,89559225,48695172,3379393,2624410,40.87,26.78,14.56,7847,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-27,30219348,62070,61813.857,548913,741,962.143,91296.394,187.521,186.747,1658.334,2.239,2.907,1.1,,,,,,,,,,,,,,,,,,140180735,91707729,50141769,3496047,2677034,41.91,27.42,14.99,8004,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-28,30263042,43694,63233,549420,507,970.571,91428.399,132.005,191.035,1659.866,1.532,2.932,1.1,,,,,,,,,,,,,,,,,,143462691,93631163,51593564,3281956,2711611,42.9,28,15.43,8108,61.57,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-29,30332461,69419,65782.286,550121,701,990.429,91638.122,209.723,198.736,1661.984,2.118,2.992,1.11,,,,,,,,,,,,,,,,,,145812835,95015762,52614231,2350144,2757586,43.6,28.41,15.73,8245,58.8,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-30,30393701,61240,66875.571,550996,875,994.286,91823.136,185.014,202.039,1664.627,2.643,3.004,,,,,,,,,,,,,,,,,,,147602345,96044046,53423486,1789510,2769331,44.13,28.72,15.97,8280,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
USA,North America,United States,2021-03-31,30460730,67029,64029.714,552072,1076,940,92025.639,202.503,193.442,1667.878,3.251,2.84,,,,,,,,,,,,,,,,,,,150273292,97593290,54607041,2670947,2828491,44.93,29.18,16.33,8457,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926
